বেলে মাটি,Upland,B
দোআঁশ মাটি,Upland,A
এঁটেল মাটি,Upland,A
দোআঁশ মাটি,Wetland,C
এঁটেল মাটি,Wetland,C
বেলে মাটি,Wetland,B
